"","collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no","paleomodel","paleolng","paleolat","geoplate","mid_ma"
"236",1435,"col","Lisbon",-87.595001,31.532778,"Alabama River (H76-27-1)",NA,"H76-27",49,"Lutetian","",47.8,41.3,42,"gp_mid",-67.83,35.11,"109",44.55
"237",1436,"col","Lisbon",-88.252777,31.837221,"Route 23 Roadcut (H76-31-1)",NA,"H76-31",36,"Lutetian","",47.8,41.3,42,"gp_mid",-68.41,35.53,"109",44.55
"238",1438,"col","Lisbon",-88.252777,31.837221,"Route 23 roadcut (H76-31-3)",NA,"H76-31",46,"Lutetian","",47.8,41.3,42,"gp_mid",-68.41,35.53,"109",44.55
"239",1439,"col","Lisbon",-88.252777,31.837221,"Route 23 roadcut (H76-31-4)",NA,"H76-31",35,"Lutetian","",47.8,41.3,42,"gp_mid",-68.41,35.53,"109",44.55
"240",1437,"col","Lisbon",-88.252777,31.837221,"Route 23 roadcut (H76-31-2)",NA,"H76-31",49,"Lutetian","",47.8,41.3,42,"gp_mid",-68.41,35.53,"109",44.55
"241",1440,"col","Lisbon",-87.800003,31.5,"Little Stave Creek (H76-34-7)",NA,"H76-34",59,"Lutetian","",47.8,41.3,42,"gp_mid",-68.04,35.12,"109",44.55
"242",1441,"col","Lisbon",-87.800003,31.5,"Little Stave Creek (H76-34-10)",NA,"H76-34",39,"Lutetian","",47.8,41.3,42,"gp_mid",-68.04,35.12,"109",44.55
"243",1442,"col","Lisbon",-87.800003,31.5,"Little Stave Creek (H76-34-13)",NA,"H76-34",36,"Lutetian","",47.8,41.3,42,"gp_mid",-68.04,35.12,"109",44.55
"244",1443,"col","Cook Mountain",-86.561386,31.291389,"Conecuh River (H76-49-1)",NA,"H76-49",48,"Lutetian","",47.8,41.3,42,"gp_mid",-66.84,34.68,"109",44.55
"245",1444,"col","Cook Mountain",-86.48333,31.308332,"Conecuh River (H76-52)",NA,"H76-52",46,"Lutetian","",47.8,41.3,42,"gp_mid",-66.76,34.68,"109",44.55
"246",1445,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-2)",NA,"H76-64",40,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",44.55
"247",1446,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-3)",NA,"H76-64",46,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",44.55
"248",1447,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-5)",NA,"H76-64",42,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",44.55
"249",1448,"col","Nanjemoy",-76.791946,37.517502,"Pamunkey River (H76-64-8)",NA,"H76-64",37,"Lutetian","",47.8,41.3,42,"gp_mid",-55.23,38.82,"109",44.55
"250",1449,"col","Cook Mountain",-96.69278,30.531111,"Little Brazos River (H76-69-1)",NA,"H76-69",16,"Lutetian","",47.8,41.3,42,"gp_mid",-77.44,35.83,"101",44.55
"251",1450,"col","Cook Mountain",-96.69278,30.531111,"Little Brazos River (H76-69-2)",NA,"H76-69-2",17,"Lutetian","",47.8,41.3,42,"gp_mid",-77.44,35.83,"101",44.55
"252",1451,"col","Cook Mountain",-96.69278,30.531111,"Little Brazos River (H76-69-4)",NA,"H76-69",23,"Lutetian","",47.8,41.3,42,"gp_mid",-77.44,35.83,"101",44.55
"253",1452,"col","Cook Mountain",-95.727219,31.250557,"Trinity River (H76-73-7)",NA,"H76-73",27,"Lutetian","",47.8,41.3,42,"gp_mid",-76.25,36.36,"101",44.55
